6234	##	2
6235	#####	1
7470	#我	1
7471	+1	1
7472	+10086	1
7473	+1你	1
7474	+1我	1
7475	+1等	1
6162	00	2
3372	01	6
3830	010	1
3132	02	6
3827	03	5
1127	04	3
4647	05	3
5565	06	2
4858	07	2
0	08	7
1	09	6
4865	0我	2
152	10	32
2934	100	9
1386	1000	3
6236	1040	1
7476	10520453	1
7477	1054815	1
7478	1054818	1
7479	1080p	1
7480	10m	1
7450	10million	2
1128	11	15
1387	1111	2
5485	113ds	2
2919	11498196推荐	2
1472	12	21
1700	120	2
7481	126	1
440	13	9
7482	1353489154	1
1473	14	9
639	140538980	2
6774	145	1
4008	1464119489	2
1474	15	8
5881	150	2
1129	16	6
6613	163	2
7483	1694423自己	1
1475	17	6
1476	18	11
902	19	8
7484	1992	1
4443	1997	2
7485	1g	1
7486	1l	1
5359	1prison	1
800	20	18
3947	200	3
4768	2000	3
3359	2002	3
2	2005	3
3373	201	2
7487	2010	1
2066	2012	13
6362	20121001	2
4698	20121025	2
4736	20121030	2
6183	20121106	2
4531	20121116	2
3519	20121130	2
5251	20121204	3
4385	20121211	2
754	20121212	2
3042	20121218	2
3590	2013	7
2639	21	6
3349	22	5
7488	221b	1
2293	23	7
10	24	18
1878	25	6
2212	26	3
3534	27	5
1388	28	3
7489	29	1
1056	2b	9
3686	2bg	7
7490	2bgs	1
7491	2broke	1
1879	2brokegirls	2
7492	2f	1
7493	2fbaike	1
1448	30	12
7494	30+	1
6237	31	2
6740	33320618	1
5591	33324187	1
7309	33330958	1
4769	33367253	1
3648	33370628	1
7426	33373799	1
4625	33381402	1
4502	33408276	1
4653	33409234	1
6403	33429338	1
6727	33434620	1
6487	33444490	1
3717	33509745	1
5195	33510935	1
4278	33539868	1
4595	33541045	1
3948	33552155	1
7124	33569455	1
3471	33569656	1
3598	33597731	1
1880	33597807	1
6615	33604168	1
3063	33622693	1
1077	33622914	1
5136	33699546	1
6058	33699610	1
6332	33750661	1
5317	33751367	1
6512	33777761	1
2422	33778053	1
2661	33795547	1
4489	33813654	1
3535	33838757	1
304	33883460	1
5072	33883519	1
4699	33883810	1
6357	33916610	1
5035	33916862	1
1464	33935671	1
5608	33944942	1
4666	33975165	1
4515	33976871	1
4737	33997922	1
6477	34000649	1
4123	34018210	1
3633	34018513	1
5089	34075294	1
3171	34078854	1
4979	34099867	1
6184	34120166	1
7304	34122978	1
4172	34150517	1
1449	34152057	1
928	34243335	1
3710	34256712	1
7229	34257995	1
3448	34300580	1
4326	34307675	1
5821	34337083	1
6206	34362966	1
7193	34433192	1
801	34433689	1
686	34485608	1
2329	34485904	1
4532	34528436	1
5208	34552720	1
4468	34614246	1
6759	34622507	1
3881	34655081	1
4021	34718206	1
4624	34745187	1
5092	34818281	1
7324	34818767	1
415	34840467	1
3520	34848542	1
5276	34877544	1
5252	34898778	1
5788	34936294	1
6595	34938373	1
6382	34989577	1
5872	35010149	1
6573	35010399	1
2152	35101212	1
1824	35130621	1
3203	35299635	1
4572	35311379	1
5651	35314624	1
1477	35344001	1
5763	35449773	1
5352	35523785	1
6219	36	3
6163	360	2
4822	371	1
6293	38	2
2508	39	1
7495	3a	1
7496	3k	1
6775	3p	2
3901	40	3
7497	42	1
1130	4400	2
2330	45	3
6238	46	2
7498	467	1
5360	48	2
7499	480p	1
2509	49	3
7500	4p	1
3831	50	4
4573	500	4
3789	51	3
5298	52	3
1701	56	3
6239	58	2
7501	5men	1
6240	60	2
7502	600	1
6241	64	2
464	645	3
1881	65	3
465	658	3
4911	666	8
6242	67	2
3832	67214056#	1
4339	69	2
6243	70	3
466	700	2
467	710	3
6244	72	2
7503	720	1
4009	720p	3
5652	75	2
1495	78	1
6245	79	2
1726	80	5
7504	800	1
6246	82	2
7319	828	1
7505	84	1
2878	85	2
6247	86	2
6248	87	2
3475	88	3
1702	880831	2
3476	89	2
7506	8b	1
7507	8c	1
4444	90	3
1131	90210	2
4792	911	2
4778	94	2
2710	95	2
7508	97	1
3477	98	2
5202	99	3
7509	99mr	1
7510	9a	1
7511	9b	1
7512	9e	1
7513	a1	1
6294	a1z10	2
7514	a2	1
7515	a3	1
7516	aaron	1
7369	abbey	2
5795	abc	4
6404	abu	2
3932	actor	2
3478	ad	2
7517	adam	1
1132	adams	2
7518	advocate	1
3479	ae	2
7519	af	1
1133	affairs	3
4075	alan	3
2575	album	3
80	alex	5
7318	alicia	2
1134	alien	1
7301	ally	2
45	alma	2
1135	amanda	7
2967	amazing	2
7520	amazon	1
7521	amber	1
5314	amc	2
7327	america	2
3933	american	7
687	amp	4
1136	amy	4
11	anatomy	5
7522	andrea	1
1137	andy	6
7523	ang	1
153	angela	2
6158	animal	3
7524	aniston	1
4119	anna	2
4412	anne	2
1138	annie	3
2013	anston	1
4186	answer	1
1139	apologize	2
770	app	3
6249	application	1
81	april	2
7525	archie	1
1861	arrest	1
456	arrow	6
2480	article	3
3280	articles	2
6250	arts	2
7526	asian	1
7527	asp	1
7528	auggie超爱	1
688	autoplay	2
7529	av	1
6066	avenue	4
7530	avi	1
5322	award	2
7531	b0	1
7532	b00a2j17di	1
7533	b4	1
7534	b5	1
7535	b7	1
7536	b8	1
7537	b9	1
1140	ba	2
903	baby	3
1141	back	3
12	bad	10
7538	badwalking	1
7539	bag	1
857	baidu	3
7540	ball	1
4104	band	4
13	bang	15
7451	bank	1
5822	barbara	1
2989	barney	5
963	bart	4
7541	bass	1
7542	bau	1
154	bb	7
1703	bbc	4
755	bc	4
7543	bd	1
7544	beans	1
7545	beckett	1
1882	ben	5
5318	bernadette	2
6629	bet	1
7546	bettercallsaul	1
1142	betty	3
7547	bf	1
7548	bg	1
1867	bgm	4
2404	bi	2
14	big	17
5361	bigbang	3
7549	bill	1
7550	billy	1
3732	bitch	3
2067	bittorrent	2
7551	bl	1
7552	blabla	1
1143	black	5
1465	blair	9
1025	blood	5
7553	bloodface	1
7554	bloods	1
322	bloody	3
7555	blood我	1
4490	blow	2
5203	blu	1
1144	blue	4
7328	boardwalk	2
7556	bob	1
7557	bobby	1
4672	bogias	2
7558	bond	1
155	bones	3
5806	bonnie	3
1727	book	3
7559	books	1
1145	boom	2
82	boone	3
156	booth	4
6223	born	2
1496	boss	6
4076	boston	4
4124	bottom	1
7452	box	1
7227	boy	3
1146	boys	2
7560	br	1
42	break	7
15	breaking	6
7561	bree	1
7562	brian	1
3694	brickleberry	3
7375	brien	2
7228	brings	2
4673	broadwalk	2
1064	brody	9
468	broke	12
6544	brokegirls5	2
4105	broken	5
7298	broody	2
6104	brook	2
1147	brothers	2
2879	brown	3
4340	bryan	1
6628	bt	2
83	btw	4
7563	bubble	1
1065	bug	10
7564	burke	1
2809	burned	2
802	burt	4
6251	business	3
6327	bye	1
4574	bz	1
7565	b我	1
7566	c0	1
5362	cal	2
7175	californication	2
1148	call	6
4106	callie	2
7567	calm	1
157	cam	3
1883	cameron	4
5873	candy	3
7568	canned	1
242	captain	3
3172	care	3
3863	carl	2
1149	carlo	1
7569	carol	1
1884	caroline	11
1066	carrie	6
1150	cary	3
7570	cas	1
7571	case	1
7572	casebook	1
1497	casey	1
6497	cass	2
3341	cassidy	2
4142	castle	2
6630	cat	2
1151	cathy	1
7573	cb	1
3374	cbi	1
6766	cbs	2
7574	cc	1
4457	cctv	2
2227	cctv1	2
5363	celebrity	2
6631	ceria	1
3111	cfo	2
7575	chan	1
1885	chance	3
7576	chandler	1
7577	chandler我	1
7578	chang	1
5364	chapter	1
5365	chapter1	1
5366	chapter1gg	1
5367	chapter1heroes	1
5368	chapter1prison	1
5369	chapter1绝望	1
5370	chapter2	1
7176	charlie	2
7579	charming	1
1152	chase	2
7580	check	1
4866	chicago	3
7581	china	1
4187	choice	2
6622	choke	1
7582	chris	1
5694	christmas	2
7583	chrome	1
1153	chuck	13
7584	chunck	1
6741	churk	2
1067	cia	7
5882	city	4
5095	ck	3
1779	claire	4
1154	clark	2
5323	cleveland	2
4910	clevland	2
4188	clique	2
6632	close	2
7585	closer	1
1155	club	2
2559	cm	5
3119	cn	18
6295	coach	1
4341	cody	1
6633	coffee	1
2810	cold	2
2811	coldplay	2
1156	collar	4
5267	collection	2
4707	coming	2
7586	comlz	1
7329	community	2
4189	company	3
6252	computer	2
7587	comthx	1
7588	com对	1
7589	com我	1
7590	com楼主	1
7591	com谢谢	1
7592	com问	1
3120	content	3
6634	cool	2
4516	cop	1
2880	cosby	2
7453	country	2
803	couple	3
5229	coupling	2
3224	cover	2
1157	covert	4
7593	cp	1
6635	crap	1
7343	creek	2
1498	criminal	5
1158	cristina	2
5230	crowd	3
7594	crowly	1
1159	cry	2
16	csi	16
5883	ct	3
7595	cult	1
6636	cup	1
2812	cupcake	2
3225	cure	3
3173	cut	4
158	cute	5
707	cw	7
5342	cycle	1
2813	dad	2
4430	daddy	4
2237	dairy	2
2814	damn	3
1160	damon	15
